Bin name	Completeness	Genome size	GC content
SRR5936031.010.fasta	85.0%	3110135	38.4
SRR5936031.011.fasta	72.9%	4508425	56.9
SRR5936031.012.fasta	45.8%	3384258	60.1
SRR5936031.013.fasta	81.3%	2267792	42.8
SRR5936031.014.fasta	59.8%	5605959	51.0
SRR5936031.015.fasta	49.5%	7233901	38.5
SRR5936031.016.fasta	77.6%	2228084	43.9
SRR5936031.017.fasta	42.1%	4008295	45.2
SRR5936031.018.fasta	40.2%	4424277	42.7
SRR5936031.019.fasta	82.2%	2991867	59.7
SRR5936031.020.fasta	59.8%	1931790	57.8
SRR5936031.021.fasta	27.1%	1963294	45.7
Bin name	Completeness	Genome size	GC content
SRR5936043.001.fasta	18.7%	969403	49.4
SRR5936043.002.fasta	57.0%	2470582	42.1
SRR5936043.003.fasta	66.4%	3573322	41.9
SRR5936043.004.fasta	69.2%	2398689	57.3
SRR5936043.005.fasta	95.3%	6493457	46.3
SRR5936043.006.fasta	10.3%	2752288	38.5
SRR5936043.007.fasta	17.8%	1867087	42.1
SRR5936043.008.fasta	71.0%	2447760	58.6
SRR5936043.009.fasta	17.8%	2165683	42.0
SRR5936043.010.fasta	95.3%	3052832	58.2
SRR5936043.011.fasta	86.9%	3515475	43.8
SRR5936043.012.fasta	94.4%	4938099	41.0
SRR5936043.013.fasta	89.7%	5382601	58.9
SRR5936043.014.fasta	20.6%	3018811	49.9
SRR5936043.015.fasta	86.9%	5351406	59.2
Bin name	Completeness	Genome size	GC content
SRR5936056.001.fasta	100.0%	5329856	41.8
SRR5936056.002.fasta	99.1%	2704869	53.7
SRR5936056.003.fasta	99.1%	6515481	42.6
SRR5936056.004.fasta	96.3%	3040655	47.2
SRR5936056.005.fasta	97.2%	1861288	44.0
SRR5936056.006.fasta	97.2%	3499724	59.3
SRR5936056.007.fasta	93.5%	2695787	55.8
SRR5936056.008.fasta	81.3%	1963221	61.1
SRR5936056.009.fasta	23.4%	1290433	35.8
SRR5936056.010.fasta	58.9%	2525481	61.1
SRR5936056.011.fasta	46.7%	2565069	53.6
SRR5936056.012.fasta	65.4%	2742412	41.8
SRR5936056.013.fasta	73.8%	2746085	44.3
SRR5936056.014.fasta	91.6%	2716583	60.1
SRR5936056.015.fasta	42.1%	1602826	62.5
SRR5936056.016.fasta	27.1%	1145177	46.7
Bin name	Completeness	Genome size	GC content
SRR5936062.001.fasta	94.4%	6420250	49.4
SRR5936062.002.fasta	99.1%	2787682	37.7
SRR5936062.003.fasta	97.2%	3327365	47.0
SRR5936062.004.fasta	98.1%	3306702	62.1
SRR5936062.005.fasta	90.7%	5983332	49.0
SRR5936062.006.fasta	98.1%	4940549	51.1
SRR5936062.007.fasta	71.0%	2406561	44.3
SRR5936062.008.fasta	32.7%	1918237	40.3
SRR5936062.009.fasta	96.3%	3594449	39.5
SRR5936062.010.fasta	69.2%	2646685	31.4
SRR5936062.011.fasta	52.3%	2218357	27.9
SRR5936062.012.fasta	32.7%	4725574	51.0
Bin name	Completeness	Genome size	GC content
SRR5936071.001.fasta	100.0%	4498193	42.1
SRR5936071.002.fasta	99.1%	5335328	43.2
SRR5936071.003.fasta	86.9%	4964898	51.2
SRR5936071.004.fasta	52.3%	5087536	58.0
SRR5936071.005.fasta	34.6%	3923583	43.6
SRR5936071.006.fasta	72.9%	7914984	52.7
Bin name	Completeness	Genome size	GC content
SRR5936076.001.fasta	94.4%	3013142	42.1
SRR5936076.002.fasta	99.1%	2713817	36.1
SRR5936076.003.fasta	99.1%	2374129	38.4
SRR5936076.004.fasta	99.1%	2899550	57.1
SRR5936076.005.fasta	97.2%	4602442	42.5
SRR5936076.006.fasta	99.1%	2911790	45.0
SRR5936076.007.fasta	82.2%	3284470	44.0
SRR5936076.008.fasta	93.5%	3142490	48.6
SRR5936076.009.fasta	99.1%	2792881	55.4
SRR5936076.010.fasta	99.1%	4887583	50.5
SRR5936076.011.fasta	81.3%	2538606	63.7
SRR5936076.012.fasta	21.5%	2843580	37.7
SRR5936076.013.fasta	37.4%	2483060	55.8
SRR5936076.014.fasta	81.3%	2717152	49.6
SRR5936076.015.fasta	37.4%	3629080	46.4
SRR5936076.016.fasta	75.7%	4306439	43.0
SRR5936076.017.fasta	52.3%	7149217	51.8
SRR5936076.018.fasta	58.9%	1871894	63.8
SRR5936076.019.fasta	55.1%	2221324	42.3
Bin name	Completeness	Genome size	GC content
SRR5936112.001.fasta	0.0%	111819	31.7
SRR5936112.002.fasta	0.0%	478628	46.9
SRR5936112.003.fasta	90.7%	4745563	46.6
SRR5936112.004.fasta	58.9%	2370721	46.8
SRR5936112.005.fasta	73.8%	4205894	43.9
SRR5936112.006.fasta	59.8%	3967451	40.0
SRR5936112.007.fasta	41.1%	4064212	42.7
SRR5936112.008.fasta	98.1%	2518512	54.2
SRR5936112.009.fasta	81.3%	10243802	43.7
SRR5936112.010.fasta	73.8%	2830330	59.6
SRR5936112.011.fasta	42.1%	6141021	38.4
SRR5936112.012.fasta	86.0%	6988285	45.7
SRR5936112.013.fasta	55.1%	3322273	58.8
SRR5936112.014.fasta	78.5%	3727603	50.8
SRR5936112.015.fasta	31.8%	2237805	43.6
Bin name	Completeness	Genome size	GC content
SRR5936141.001.fasta	90.7%	4294284	45.6
SRR5936141.002.fasta	82.2%	6887277	42.0
SRR5936141.003.fasta	33.6%	2500432	37.4
SRR5936141.004.fasta	36.4%	5530372	47.3
Bin name	Completeness	Genome size	GC content
SRR5936186.001.fasta	97.2%	4185977	42.4
SRR5936186.002.fasta	99.1%	2378062	38.6
SRR5936186.003.fasta	94.4%	3654989	47.8
SRR5936186.004.fasta	99.1%	4953432	50.8
SRR5936186.005.fasta	84.1%	2898441	39.4
SRR5936186.006.fasta	92.5%	2294281	36.6
SRR5936186.007.fasta	93.5%	3865604	44.4
SRR5936186.008.fasta	79.4%	2778453	31.2
SRR5936186.009.fasta	27.1%	2401291	55.4
Bin name	Completeness	Genome size	GC content
SRR5936197.001.fasta	0.0%	240049	42.3
SRR5936197.002.fasta	5.6%	1107584	45.1
SRR5936197.003.fasta	84.1%	3711415	41.0
SRR5936197.004.fasta	73.8%	5621068	46.8
SRR5936197.005.fasta	69.2%	7481933	39.9
SRR5936197.006.fasta	51.4%	5871469	43.6
SRR5936197.007.fasta	47.7%	4351361	47.1
SRR5936197.008.fasta	64.5%	4223499	42.6
SRR5936197.009.fasta	72.0%	6303228	42.2
SRR5936197.010.fasta	66.4%	2152631	58.8
SRR5936197.011.fasta	41.1%	3241091	44.2
SRR5936197.012.fasta	39.3%	3416575	52.7
SRR5936197.013.fasta	64.5%	3302556	60.8
SRR5936197.014.fasta	73.8%	2129008	56.3
SRR5936197.015.fasta	46.7%	1617509	52.6
SRR5936197.016.fasta	62.6%	8576340	39.8
SRR5936197.017.fasta	66.4%	2861230	45.0
SRR5936197.018.fasta	72.9%	4428620	60.5
SRR5936197.019.fasta	41.1%	2886842	46.1
Bin name	Completeness	Genome size	GC content
SRR5936198.001.fasta	100.0%	5550472	41.2
SRR5936198.002.fasta	99.1%	2763177	53.6
SRR5936198.003.fasta	98.1%	6992248	42.2
SRR5936198.004.fasta	95.3%	3556609	59.4
SRR5936198.005.fasta	97.2%	3452109	47.3
SRR5936198.006.fasta	59.8%	3762565	48.4
SRR5936198.007.fasta	53.3%	1261631	44.5
SRR5936198.008.fasta	18.7%	1442705	42.2
SRR5936198.009.fasta	76.6%	3802011	59.3
SRR5936198.010.fasta	43.9%	974635	61.1
Bin name	Completeness	Genome size	GC content
SRR5936208.001.fasta	100.0%	4671990	42.0
SRR5936208.002.fasta	98.1%	4989658	45.4
SRR5936208.003.fasta	100.0%	5067064	50.9
SRR5936208.004.fasta	77.6%	3150396	44.4
SRR5936208.005.fasta	65.4%	1730650	39.2
SRR5936208.006.fasta	45.8%	1628363	60.3
Bin name	Completeness	Genome size	GC content
SRR5936218.001.fasta	100.0%	5599505	42.4
SRR5936218.002.fasta	82.2%	7076124	42.6
SRR5936218.003.fasta	95.3%	6211926	49.3
SRR5936218.004.fasta	98.1%	2371673	61.4
SRR5936218.005.fasta	86.0%	6329111	41.3
SRR5936218.006.fasta	72.0%	5144914	43.7
SRR5936218.007.fasta	98.1%	4044124	52.8
Bin name	Completeness	Genome size	GC content
SRR5946623.001.fasta	97.2%	4898065	41.5
SRR5946623.002.fasta	74.8%	5304344	46.8
SRR5946623.003.fasta	71.0%	5472815	43.3
SRR5946623.004.fasta	87.9%	8700870	43.2
SRR5946623.005.fasta	83.2%	2841154	58.9
SRR5946623.006.fasta	76.6%	8409770	49.2
SRR5946623.007.fasta	43.0%	7892175	37.6
SRR5946623.008.fasta	80.4%	2244850	43.6
SRR5946623.009.fasta	52.3%	7735940	43.3
SRR5946623.010.fasta	90.7%	3156925	57.8
SRR5946623.011.fasta	72.0%	3247551	58.0
Bin name	Completeness	Genome size	GC content
SRR5946651.001.fasta	99.1%	2998298	60.6
SRR5946651.002.fasta	97.2%	2813861	40.8
SRR5946651.003.fasta	93.5%	5407945	46.9
SRR5946651.004.fasta	98.1%	2791356	62.3
SRR5946651.005.fasta	97.2%	3656087	43.8
SRR5946651.006.fasta	80.4%	2578758	55.4
SRR5946651.007.fasta	44.9%	3316759	51.0
SRR5946651.008.fasta	82.2%	3477599	57.0
SRR5946651.009.fasta	87.9%	5769542	37.7
SRR5946651.010.fasta	67.3%	5719921	43.5
SRR5946651.011.fasta	50.5%	2286402	45.8
Bin name	Completeness	Genome size	GC content
SRR5946672.001.fasta	0.0%	232647	44.5
SRR5946672.002.fasta	56.1%	1933635	42.3
SRR5946672.003.fasta	47.7%	3378131	41.9
SRR5946672.004.fasta	96.3%	4806378	40.1
SRR5946672.005.fasta	84.1%	2564503	55.1
SRR5946672.006.fasta	67.3%	8402077	38.7
SRR5946672.007.fasta	26.2%	3499536	42.9
SRR5946672.008.fasta	29.0%	3249920	44.6
SRR5946672.009.fasta	67.3%	7698448	49.5
SRR5946672.010.fasta	75.7%	5281782	43.2
SRR5946672.011.fasta	30.8%	2852291	44.3
SRR5946672.012.fasta	39.3%	2000382	60.4
SRR5946672.013.fasta	71.0%	2868607	61.6
SRR5946672.014.fasta	28.0%	1257684	43.7
Bin name	Completeness	Genome size	GC content
SRR5946685.001.fasta	96.3%	5263023	46.3
SRR5946685.002.fasta	81.3%	5380230	42.3
SRR5946685.003.fasta	72.9%	7248645	43.0
SRR5946685.004.fasta	74.8%	5570186	40.6
SRR5946685.005.fasta	97.2%	4894446	45.3
SRR5946685.006.fasta	37.4%	5280916	41.1
SRR5946685.007.fasta	63.6%	3653135	50.2
Bin name	Completeness	Genome size	GC content
SRR5946707.001.fasta	100.0%	5467526	42.0
SRR5946707.002.fasta	90.7%	3849808	41.5
SRR5946707.003.fasta	98.1%	5437756	47.4
SRR5946707.004.fasta	97.2%	2686500	54.6
SRR5946707.005.fasta	86.9%	2755985	61.8
SRR5946707.006.fasta	61.7%	2179792	57.1
SRR5946707.007.fasta	49.5%	2250753	60.5
SRR5946707.008.fasta	88.8%	2223221	44.1
SRR5946707.009.fasta	46.7%	6062280	36.8
SRR5946707.010.fasta	83.2%	2597816	56.1
SRR5946707.011.fasta	50.5%	3909134	50.3
SRR5946707.012.fasta	69.2%	2204912	36.8
SRR5946707.013.fasta	61.7%	4618404	41.4
SRR5946707.014.fasta	69.2%	4547731	44.1
SRR5946707.015.fasta	59.8%	4240621	44.7
Bin name	Completeness	Genome size	GC content
SRR5946712.001.fasta	0.0%	185708	29.2
SRR5946712.002.fasta	0.0%	291895	40.9
SRR5946712.003.fasta	1.9%	473924	42.5
SRR5946712.004.fasta	88.8%	2306106	42.4
SRR5946712.005.fasta	85.0%	4953919	41.9
SRR5946712.006.fasta	94.4%	3955300	48.5
SRR5946712.007.fasta	96.3%	2790695	59.6
SRR5946712.008.fasta	99.1%	4627825	50.8
SRR5946712.009.fasta	88.8%	4814123	42.2
SRR5946712.010.fasta	85.0%	4725227	36.3
SRR5946712.011.fasta	71.0%	4239373	56.2
SRR5946712.012.fasta	36.4%	5378638	46.5
SRR5946712.013.fasta	82.2%	2987750	44.5
Bin name	Completeness	Genome size	GC content
SRR5946716.001.fasta	0.0%	109128	42.5
SRR5946716.002.fasta	94.4%	5237676	46.2
SRR5946716.003.fasta	96.3%	5126340	45.3
SRR5946716.004.fasta	43.0%	1818946	40.9
SRR5946716.005.fasta	66.4%	4057722	42.5
SRR5946716.006.fasta	52.3%	5639336	40.9
SRR5946716.007.fasta	90.7%	7196958	42.9
SRR5946716.008.fasta	93.5%	3012824	48.5
SRR5946716.009.fasta	55.1%	1169119	48.3
SRR5946716.010.fasta	83.2%	2506083	53.4
SRR5946716.011.fasta	31.8%	5535500	40.5
SRR5946716.012.fasta	35.5%	2057629	46.6
Bin name	Completeness	Genome size	GC content
SRR5946731.001.fasta	96.3%	5377706	41.7
SRR5946731.002.fasta	98.1%	5922252	47.1
SRR5946731.003.fasta	70.1%	2342771	57.5
SRR5946731.004.fasta	96.3%	3113916	61.3
SRR5946731.005.fasta	29.9%	889273	60.5
SRR5946731.006.fasta	96.3%	2652105	54.2
SRR5946731.007.fasta	36.4%	1127968	59.9
SRR5946731.008.fasta	90.7%	2986422	43.2
SRR5946731.009.fasta	80.4%	5499303	41.9
SRR5946731.010.fasta	42.1%	2225839	53.4
SRR5946731.011.fasta	62.6%	3498128	46.8
SRR5946731.012.fasta	23.4%	3286896	37.0
SRR5946731.013.fasta	3.7%	432556	60.5
Bin name	Completeness	Genome size	GC content
SRR5946737.001.fasta	0.0%	365915	43.6
SRR5946737.002.fasta	94.4%	4059231	39.7
SRR5946737.003.fasta	100.0%	5000433	42.1
SRR5946737.004.fasta	81.3%	5897245	43.0
SRR5946737.005.fasta	87.9%	7006133	43.3
SRR5946737.006.fasta	97.2%	3515368	54.1
SRR5946737.007.fasta	46.7%	6352263	39.1
SRR5946737.008.fasta	69.2%	7609033	44.0
SRR5946737.009.fasta	38.3%	4317449	48.2
SRR5946737.010.fasta	48.6%	2750000	60.0
Bin name	Completeness	Genome size	GC content
SRR5946757.001.fasta	52.3%	1316957	45.2
SRR5946757.002.fasta	46.7%	2711565	45.5
SRR5946757.003.fasta	72.0%	2556475	47.0
SRR5946757.004.fasta	6.5%	1361815	40.3
SRR5946757.005.fasta	98.1%	3362109	49.0
SRR5946757.006.fasta	75.7%	2489178	58.3
SRR5946757.007.fasta	98.1%	2594074	59.7
SRR5946757.008.fasta	50.5%	2227247	59.5
SRR5946757.009.fasta	31.8%	1973866	50.3
SRR5946757.010.fasta	48.6%	1929223	55.0
SRR5946757.011.fasta	73.8%	4541515	40.9
SRR5946757.012.fasta	68.2%	2156260	62.7
SRR5946757.013.fasta	60.7%	3856068	44.2
Bin name	Completeness	Genome size	GC content
SRR5946790.001.fasta	90.7%	4321947	42.5
SRR5946790.002.fasta	95.3%	8069694	42.0
SRR5946790.003.fasta	77.6%	8067161	41.9
SRR5946790.004.fasta	98.1%	8686694	41.9
SRR5946790.005.fasta	81.3%	2477679	55.7
Bin name	Completeness	Genome size	GC content
SRR5946829.001.fasta	0.9%	624191	44.5
SRR5946829.002.fasta	47.7%	1256699	41.6
SRR5946829.003.fasta	50.5%	1353301	40.3
SRR5946829.004.fasta	40.2%	2805162	38.9
SRR5946829.005.fasta	43.0%	3314813	42.6
SRR5946829.006.fasta	86.9%	6202737	44.0
SRR5946829.007.fasta	59.8%	5126211	38.6
SRR5946829.008.fasta	51.4%	3940718	44.3
SRR5946829.009.fasta	83.2%	2419449	57.7
SRR5946829.010.fasta	84.1%	5303373	49.7
SRR5946829.011.fasta	53.3%	2832314	48.5
Bin name	Completeness	Genome size	GC content
SRR5946845.001.fasta	97.2%	3782868	44.7
SRR5946845.002.fasta	93.5%	2945617	42.5
SRR5946845.003.fasta	83.2%	6559943	39.7
SRR5946845.004.fasta	63.6%	7111222	46.0
SRR5946845.005.fasta	51.4%	1548082	58.1
Bin name	Completeness	Genome size	GC content
SRR5946861.001.fasta	65.4%	2542703	41.1
SRR5946861.002.fasta	37.4%	4637728	39.3
SRR5946861.003.fasta	72.9%	6514923	46.6
SRR5946861.004.fasta	90.7%	2686157	58.3
SRR5946861.005.fasta	93.5%	2570412	42.7
SRR5946861.006.fasta	97.2%	3579758	43.7
SRR5946861.007.fasta	70.1%	7569291	46.8
SRR5946861.008.fasta	55.1%	6510305	37.9
SRR5946861.009.fasta	92.5%	2955574	54.9
SRR5946861.010.fasta	32.7%	2951196	56.2
SRR5946861.011.fasta	38.3%	3038472	60.9
SRR5946861.012.fasta	71.0%	8078071	44.4
SRR5946861.013.fasta	67.3%	1940972	54.5
Bin name	Completeness	Genome size	GC content
SRR5946866.001.fasta	100.0%	5555535	41.9
SRR5946866.002.fasta	80.4%	3978216	37.4
SRR5946866.003.fasta	85.0%	2764078	38.6
SRR5946866.004.fasta	51.4%	3271657	47.4
SRR5946866.005.fasta	72.9%	4883635	43.0
SRR5946866.006.fasta	53.3%	2713399	56.6
SRR5946866.007.fasta	60.7%	4119520	50.8
SRR5946866.008.fasta	12.1%	3467158	35.4
SRR5946866.009.fasta	53.3%	3670825	42.9
SRR5946866.010.fasta	71.0%	2256852	46.8
SRR5946866.011.fasta	22.4%	2309657	61.8
SRR5946866.012.fasta	79.4%	1689997	44.7
Bin name	Completeness	Genome size	GC content
SRR5946894.001.fasta	97.2%	3483102	44.9
SRR5946894.002.fasta	95.3%	4121374	42.3
SRR5946894.003.fasta	93.5%	4317678	40.7
SRR5946894.004.fasta	19.6%	2673609	35.8
SRR5946894.005.fasta	95.3%	3244353	43.4
SRR5946894.006.fasta	87.9%	8071331	47.5
SRR5946894.007.fasta	43.0%	3746817	40.3
SRR5946894.008.fasta	58.9%	4054811	43.6
Bin name	Completeness	Genome size	GC content
SRR5946915.001.fasta	100.0%	5695116	42.3
SRR5946915.002.fasta	89.7%	5338622	43.9
SRR5946915.003.fasta	78.5%	1824235	50.6
SRR5946915.004.fasta	35.5%	5165517	38.2
SRR5946915.005.fasta	77.6%	7671000	44.2
SRR5946915.006.fasta	69.2%	5726707	50.6
SRR5946915.007.fasta	79.4%	1737923	61.3
Bin name	Completeness	Genome size	GC content
SRR5946931.001.fasta	57.9%	1638950	45.2
SRR5946931.002.fasta	39.3%	2228886	44.7
SRR5946931.003.fasta	100.0%	5485872	42.1
SRR5946931.004.fasta	1.9%	516286	40.1
SRR5946931.005.fasta	97.2%	5119517	48.6
SRR5946931.006.fasta	89.7%	2232632	55.3
SRR5946931.007.fasta	55.1%	2939094	41.0
SRR5946931.008.fasta	68.2%	3886321	58.6
SRR5946931.009.fasta	27.1%	2740243	41.5
SRR5946931.010.fasta	55.1%	5953825	44.7
SRR5946931.011.fasta	8.4%	2845407	36.9
SRR5946931.012.fasta	28.0%	4643976	48.7
SRR5946931.013.fasta	81.3%	3483019	54.3
Bin name	Completeness	Genome size	GC content
SRR5946935.001.fasta	92.5%	6394318	49.2
SRR5946935.002.fasta	99.1%	2806698	37.7
SRR5946935.003.fasta	93.5%	3117398	27.2
SRR5946935.004.fasta	66.4%	5191301	57.7
SRR5946935.005.fasta	92.5%	3578273	47.8
SRR5946935.006.fasta	80.4%	3831784	38.6
SRR5946935.007.fasta	99.1%	3176392	62.5
SRR5946935.008.fasta	45.8%	2877051	47.7
SRR5946935.009.fasta	44.9%	4269187	51.2
SRR5946935.010.fasta	86.0%	4679433	39.6
SRR5946935.011.fasta	52.3%	4446653	53.3
SRR5946935.012.fasta	79.4%	6308751	48.5
Bin name	Completeness	Genome size	GC content
SRR5946943.001.fasta	78.5%	4948732	46.6
SRR5946943.002.fasta	100.0%	5880324	41.9
SRR5946943.003.fasta	99.1%	4854154	45.1
SRR5946943.004.fasta	40.2%	2548670	41.8
SRR5946943.005.fasta	52.3%	6449491	43.3
SRR5946943.006.fasta	46.7%	4595446	43.6
SRR5946943.007.fasta	40.2%	5813826	38.4
SRR5946943.008.fasta	96.3%	3741439	53.8
SRR5946943.009.fasta	66.4%	3035391	47.8
SRR5946943.010.fasta	43.0%	3013024	46.0
Bin name	Completeness	Genome size	GC content
SRR5946946.001.fasta	0.0%	599713	42.9
SRR5946946.002.fasta	95.3%	2654731	54.0
SRR5946946.003.fasta	58.9%	3085864	42.4
SRR5946946.004.fasta	29.9%	1096992	50.1
SRR5946946.005.fasta	92.5%	5161264	41.3
SRR5946946.006.fasta	70.1%	2676132	58.3
SRR5946946.007.fasta	59.8%	3081445	61.0
SRR5946946.008.fasta	94.4%	3367808	46.4
SRR5946946.009.fasta	97.2%	2439895	54.6
SRR5946946.010.fasta	61.7%	5604881	42.5
SRR5946946.011.fasta	59.8%	6580015	43.7
SRR5946946.012.fasta	37.4%	3215254	38.7
SRR5946946.013.fasta	95.3%	4418451	53.3
SRR5946946.014.fasta	94.4%	2743859	55.6
SRR5946946.015.fasta	0.0%	962305	33.4
SRR5946946.016.fasta	73.8%	3131513	59.1
SRR5946946.017.fasta	18.7%	897975	35.3
SRR5946946.018.fasta	57.9%	809690	35.4
SRR5946946.019.fasta	76.6%	5692848	48.3
SRR5946946.020.fasta	39.3%	1332629	33.1
SRR5946946.021.fasta	41.1%	3599383	40.4
SRR5946946.022.fasta	70.1%	1518444	59.4
SRR5946946.023.fasta	43.9%	2990882	46.3
SRR5946946.024.fasta	4.7%	117336	39.6
SRR5946946.025.fasta	70.1%	3066411	43.7
Bin name	Completeness	Genome size	GC content
SRR5946988.001.fasta	100.0%	5049794	42.3
SRR5946988.002.fasta	99.1%	4038733	45.3
SRR5946988.003.fasta	52.3%	4478257	41.5
SRR5946988.004.fasta	41.1%	4067067	43.6
SRR5946988.005.fasta	100.0%	3008920	57.2
SRR5946988.006.fasta	40.2%	4804520	39.5
SRR5946988.007.fasta	89.7%	4099389	45.7
SRR5946988.008.fasta	79.4%	5537743	48.7
Bin name	Completeness	Genome size	GC content
SRR5946995.001.fasta	0.0%	122370	52.6
SRR5946995.002.fasta	0.0%	211634	36.6
SRR5946995.003.fasta	89.7%	5742469	42.3
SRR5946995.004.fasta	95.3%	3393416	57.2
SRR5946995.005.fasta	72.9%	5801341	42.6
SRR5946995.006.fasta	96.3%	2511277	45.7
SRR5946995.007.fasta	94.4%	5042642	46.7
SRR5946995.008.fasta	93.5%	2471741	37.7
SRR5946995.009.fasta	80.4%	1997734	39.3
SRR5946995.010.fasta	39.3%	4605202	36.6
SRR5946995.011.fasta	55.1%	4469627	41.8
SRR5946995.012.fasta	54.2%	3992310	45.4
SRR5946995.013.fasta	70.1%	5835546	51.4
SRR5946995.014.fasta	64.5%	4349783	45.0
SRR5946995.015.fasta	38.3%	384627	59.9
SRR5946995.016.fasta	29.0%	1208209	58.7
SRR5946995.017.fasta	11.2%	499686	60.6
SRR5946995.018.fasta	30.8%	2090232	64.1
SRR5946995.019.fasta	23.4%	674212	60.3
Bin name	Completeness	Genome size	GC content
SRR5947000.001.fasta	0.0%	199968	44.3
SRR5947000.002.fasta	68.2%	2253914	42.5
SRR5947000.003.fasta	48.6%	2447341	41.4
SRR5947000.004.fasta	74.8%	3996241	46.5
SRR5947000.005.fasta	83.2%	5214127	46.2
SRR5947000.006.fasta	23.4%	114941	36.4
SRR5947000.007.fasta	97.2%	2448506	54.3
SRR5947000.008.fasta	88.8%	7718684	41.3
SRR5947000.009.fasta	93.5%	4601893	58.0
SRR5947000.010.fasta	71.0%	2351723	42.8
SRR5947000.011.fasta	91.6%	5077268	43.7
SRR5947000.012.fasta	60.7%	5733345	44.3
SRR5947000.013.fasta	25.2%	4789508	37.5
SRR5947000.014.fasta	38.3%	3545896	48.1
SRR5947000.015.fasta	45.8%	3009071	45.8
SRR5947000.016.fasta	89.7%	2776276	56.5
Bin name	Completeness	Genome size	GC content
SRR5947007.001.fasta	97.2%	4493634	42.5
SRR5947007.002.fasta	99.1%	2789742	35.9
SRR5947007.003.fasta	99.1%	2859941	57.2
SRR5947007.004.fasta	97.2%	3512759	43.5
SRR5947007.005.fasta	94.4%	2889070	38.7
SRR5947007.006.fasta	93.5%	3657105	47.9
SRR5947007.007.fasta	99.1%	4970577	51.0
SRR5947007.008.fasta	97.2%	2035084	40.2
SRR5947007.009.fasta	58.9%	2210915	41.8
SRR5947007.010.fasta	49.5%	2189195	44.9
SRR5947007.011.fasta	59.8%	2419806	43.5
SRR5947007.012.fasta	70.1%	2300466	30.6
SRR5947007.013.fasta	52.3%	4244810	37.8
SRR5947007.014.fasta	82.2%	2642296	45.9
SRR5947007.015.fasta	34.6%	2776969	44.4
SRR5947007.016.fasta	53.3%	6321963	50.6
SRR5947007.017.fasta	33.6%	1320206	58.4
Bin name	Completeness	Genome size	GC content
SRR5947008.001.fasta	99.1%	2281243	39.0
SRR5947008.002.fasta	86.0%	3039107	40.4
SRR5947008.003.fasta	92.5%	7337336	52.9
SRR5947008.004.fasta	64.5%	1764495	32.6
Bin name	Completeness	Genome size	GC content
SRR5947010.001.fasta	98.1%	4816331	42.6
SRR5947010.002.fasta	92.5%	10379340	41.6
SRR5947010.003.fasta	99.1%	2996360	56.9
SRR5947010.004.fasta	79.4%	8820552	40.9
SRR5947010.005.fasta	64.5%	3305966	47.4
SRR5947010.006.fasta	47.7%	2226055	58.2
SRR5947010.007.fasta	73.8%	3776699	44.0
Bin name	Completeness	Genome size	GC content
SRR5947019.001.fasta	0.0%	501072	45.0
SRR5947019.002.fasta	96.3%	4897232	41.6
SRR5947019.003.fasta	94.4%	4845112	46.7
SRR5947019.004.fasta	14.0%	1279866	48.5
SRR5947019.005.fasta	87.9%	3504769	61.7
SRR5947019.006.fasta	57.0%	2902034	59.8
SRR5947019.007.fasta	51.4%	2189744	56.2
SRR5947019.008.fasta	1.9%	649091	39.4
SRR5947019.009.fasta	97.2%	3266773	55.5
SRR5947019.010.fasta	36.4%	270901	40.5
SRR5947019.011.fasta	7.5%	438815	40.0
SRR5947019.012.fasta	14.0%	2166687	41.7
SRR5947019.013.fasta	70.1%	2526376	42.8
SRR5947019.014.fasta	57.9%	5190853	44.3
SRR5947019.015.fasta	10.3%	2308630	40.2
SRR5947019.016.fasta	94.4%	5245281	35.2
SRR5947019.017.fasta	61.7%	4157551	45.6
SRR5947019.018.fasta	57.0%	4238644	40.5
SRR5947019.019.fasta	38.3%	3931431	46.7
SRR5947019.020.fasta	63.6%	1628306	44.0
SRR5947019.021.fasta	69.2%	3928162	49.9
Bin name	Completeness	Genome size	GC content
SRR5947027.001.fasta	0.0%	852734	50.6
SRR5947027.002.fasta	100.0%	5625895	41.7
SRR5947027.003.fasta	51.4%	3698888	45.4
SRR5947027.004.fasta	55.1%	4459435	48.2
SRR5947027.005.fasta	83.2%	3121360	57.4
SRR5947027.006.fasta	98.1%	2634278	45.2
SRR5947027.007.fasta	95.3%	3309429	41.9
SRR5947027.008.fasta	38.3%	5338254	37.6
SRR5947027.009.fasta	85.0%	2436035	54.9
SRR5947027.010.fasta	51.4%	2396236	59.7
SRR5947027.011.fasta	73.8%	3488766	42.3
SRR5947027.012.fasta	34.6%	4378723	42.5
SRR5947027.013.fasta	62.6%	5527598	47.1
SRR5947027.014.fasta	57.9%	2713553	43.9
SRR5947027.015.fasta	75.7%	2742434	51.1
SRR5947027.016.fasta	25.2%	1941948	60.7
SRR5947027.017.fasta	52.3%	1935928	62.8
Bin name	Completeness	Genome size	GC content
SRR5947042.001.fasta	87.9%	4668586	42.7
SRR5947042.002.fasta	67.3%	4987978	46.4
SRR5947042.003.fasta	93.5%	2798764	55.8
SRR5947042.004.fasta	27.1%	3610262	37.3
SRR5947042.005.fasta	78.5%	7701560	42.4
SRR5947042.006.fasta	46.7%	5145228	48.1
SRR5947042.007.fasta	84.1%	3166224	59.0
SRR5947042.008.fasta	64.5%	1930329	43.3
Bin name	Completeness	Genome size	GC content
